ID,Category,Company,date,headline,link,Sentiment,Positive Score,Negative Score,Neutral Score,Mixed Score
517,Social Media,Facebook,20180824,facebook taps hps antonio lucio as cmo,https://www.wsj.com/articles/facebook-taps-hps-antonio-lucio-as-cmo-1535138243,NEUTRAL,0.025509926,0.000199714,0.974285305,5.12E-06
518,E-commerce,Amazon,20180825,the other amazon effect how prices have become less insulated from supply shocks,https://www.wsj.com/articles/the-other-amazon-effect-how-prices-have-become-less-insulated-from-supply-shocks-1535205600,NEGATIVE,0.011110013,0.926991463,0.061720859,0.000177645
519,E-commerce,Amazon,20180826,natural grocers shrug off amazon whole foods threat,https://www.wsj.com/articles/natural-grocers-shrug-off-amazon-whole-foods-threat-1535313316,NEGATIVE,0.001123543,0.956061602,0.042812485,2.40E-06
520,Social Media,Facebook,20180827,netflix hires facebook exec to lead communications efforts,https://www.wsj.com/articles/netflix-hires-facebook-exec-to-lead-communications-efforts-1535407308,NEUTRAL,0.004475306,0.000410555,0.995112598,1.53E-06
521,Airline,United Airlines Holdings,20180827,tensions for manchester united reach a boil,https://www.wsj.com/articles/tensions-for-manchester-united-reach-a-boil-1535390616,NEUTRAL,0.027418943,0.368288904,0.604189932,0.000102277
522,E-commerce,Amazon,20180828,sears expands amazon tire program,https://www.wsj.com/articles/sears-expands-amazon-tire-program-1535491656,NEUTRAL,0.068537705,0.31659168,0.61485672,1.38E-05
523,E-commerce,Walmart,20180828,sears expands amazon tire program,https://www.wsj.com/articles/sears-expands-amazon-tire-program-1535491656,NEUTRAL,0.068537705,0.31659168,0.61485672,1.38E-05
524,E-commerce,Walmart,20180829,attention walmart skeptics this stock has legs,https://www.wsj.com/articles/attention-walmart-skeptics-this-stock-has-legs-1535535001,NEGATIVE,0.011065811,0.567718565,0.420849502,0.000366127
525,E-commerce,Amazon,20180830,amazon vs bernie sanders,https://www.wsj.com/articles/amazon-vs-bernie-sanders-1535658995,NEUTRAL,0.003994094,0.00042312,0.995580733,2.01E-06
526,Social Media,Facebook,20180830,banned from facebook myanmars top general finds russian refuge,https://www.wsj.com/articles/banned-from-facebook-myanmars-top-general-finds-russian-refuge-1535631150,NEUTRAL,0.002141202,0.094227858,0.903608799,2.22E-05
527,Social Media,Snapchat,20180830,snap taps warnermedia cmo to lead u s sales,https://www.wsj.com/articles/snap-taps-warnermedia-cmo-to-lead-u-s-sales-1535634001,NEUTRAL,0.120268829,0.118974291,0.760702014,5.49E-05
528,Fast Food,Starbucks,20180830,starbucks frappuccino gets a sugar makeover,https://www.wsj.com/articles/starbucks-frappuccino-gets-a-sugar-makeover-1535621400,NEUTRAL,0.050235428,0.006281336,0.943455696,2.75E-05
529,E-commerce,Walmart,20180831,why walmart shoppers are finding more items out of stock,https://www.wsj.com/articles/why-walmart-shoppers-are-finding-more-items-out-of-stock-1535716801,NEGATIVE,0.003557971,0.650080144,0.346329123,3.28E-05
530,Social Media,Facebook,20180831,coming soon to facebook lots of extreme political ads,https://www.wsj.com/articles/coming-soon-to-facebook-lots-of-extreme-political-ads-1535707802,NEGATIVE,0.008568465,0.757502913,0.233506098,0.000422536
531,E-commerce,Amazon,20180904,amazon wont be second to apple for long,https://www.wsj.com/articles/amazon-wont-be-second-to-apple-for-long-1536083267,NEGATIVE,0.042908408,0.929561973,0.027412077,0.000117444
532,Social Media,Facebook,20180904,sheryl sandberg leans into a gale of bad news at facebook,https://www.wsj.com/articles/sheryl-sandberg-leans-into-a-gale-of-bad-news-at-facebook-1536085230,NEUTRAL,0.334940583,0.18489784,0.479853243,0.000308443
533,E-commerce,Amazon,20180904,amazon hits 1 trillion valuation,https://www.wsj.com/articles/amazon-hits-1-trillion-valuation-1536075734,NEUTRAL,0.00561329,0.000602049,0.993779361,5.38E-06
534,E-commerce,Amazon,20180905,amazon orders 20 000 mercedes benz vans for new delivery service,https://www.wsj.com/articles/amazon-orders-20-000-mercedes-benz-vans-for-new-delivery-service-1536157804,NEUTRAL,0.025719952,0.001533455,0.972738266,8.31E-06
535,E-commerce,Walmart,20180905,walmart tries out own home delivery service,https://www.wsj.com/articles/walmart-tries-out-own-home-delivery-service-1536170052,NEGATIVE,0.003902579,0.769000471,0.227088273,8.67E-06
536,E-commerce,Amazon,20180905,bernie sanders strikes at amazon with new tax bill,https://www.wsj.com/articles/bernie-sanders-strikes-at-amazon-with-new-tax-bill-1536167214,NEGATIVE,0.007629062,0.786837935,0.204684719,0.000848242
537,E-commerce,Amazon,20180905,stocks to watch rh amazon coupa workday,https://www.wsj.com/articles/stocks-to-watch-rh-amazon-coupa-workday-1536148833,NEUTRAL,0.020028729,0.002758527,0.97713542,7.74E-05
538,E-commerce,Amazon,20180905,j crew alters amazon approach will sell some items on the site,https://www.wsj.com/articles/j-crew-alters-amazon-approach-will-sell-some-items-on-the-site-1536148800,NEUTRAL,0.054198965,0.225260362,0.720519423,2.12E-05
539,E-commerce,Amazon,20180905,amazon founder jeff bezos gives 10 million to super pac in first major political contribution,https://www.wsj.com/articles/amazon-founder-jeff-bezos-gives-10-million-to-super-pac-in-first-major-political-contribution-1536141600,NEUTRAL,0.239112422,0.00152813,0.759355247,4.27E-06
540,E-commerce,Walmart,20180905,justice department nearing antitrust approval of health mergers combining cvs aetna cigna express scripts,https://www.wsj.com/articles/justice-department-nearing-antitrust-approval-of-health-mergers-combining-cvs-aetna-cigna-express-scripts-1536171360,NEUTRAL,0.001258621,0.00648938,0.99225086,1.04E-06
541,Social Media,Twitter,20180906,twitter permanently bans alex jones after new violations,https://www.wsj.com/articles/twitter-permanently-bans-alex-jones-after-new-violations-1536269663,NEGATIVE,0.000698657,0.795265734,0.203996971,3.86E-05
542,E-commerce,Walmart,20180906,walgreens to offer allergy treatment auvi q as epipen shortage persists,https://www.wsj.com/articles/walgreens-to-offer-allergy-treatment-auvi-q-as-epipen-shortage-persists-1536247370,NEUTRAL,0.023729941,0.118444346,0.857818604,7.16E-06
543,Social Media,Facebook,20180906,facebook under rising scrutiny picks singapore for first asia data center,https://www.wsj.com/articles/facebook-under-rising-scrutiny-picks-singapore-for-first-asia-data-center-1536216450,NEUTRAL,0.000693036,0.021439601,0.977863193,4.15E-06
544,E-commerce,Walmart,20180907,stocks to watch broadcom costco mattel okta palo alto networks five below finisar,https://www.wsj.com/articles/stocks-to-watch-broadcom-costco-mattel-okta-palo-alto-networks-five-below-finisar-1536317541,NEUTRAL,0.00507581,0.0023633,0.992551208,9.68E-06
545,E-commerce,Walmart,20180907,walmart just wanted to sell pricey outdoor gear then all hell broke loose,https://www.wsj.com/articles/walmart-just-wanted-to-sell-pricey-outdoor-gear-then-all-hell-broke-loose-1536318001,NEGATIVE,0.000143257,0.994863212,0.004990262,3.21E-06
546,Social Media,Twitter,20180910,white house corrects trumps tweet on gdp unemployment,https://www.wsj.com/articles/white-house-corrects-trumps-tweet-on-gdp-unemployment-1536610078,NEUTRAL,0.011998269,0.029308427,0.958648086,4.53E-05
547,Social Media,Twitter,20180910,trumps apple tweet takes a bite out of asian suppliers,https://www.wsj.com/articles/trumps-apple-tweet-takes-a-bite-out-of-asian-suppliers-1536559858,NEGATIVE,0.001444334,0.855556905,0.142992362,6.49E-06
548,E-commerce,Amazon,20180911,stocks to watch amazon com sonos nutanix caseys general stores,https://www.wsj.com/articles/stocks-to-watch-amazon-com-sonos-nutanix-caseys-general-stores-1536663602,NEUTRAL,0.008557891,0.001744472,0.989692748,4.89E-06
549,Social Media,Twitter,20180912,twitter shuts down iraqi militia leaders account over rocket attack on u s consulate,https://www.wsj.com/articles/twitter-shuts-down-iraqi-militia-leaders-account-over-rocket-attack-on-u-s-consulate-1536787707,NEGATIVE,0.001511058,0.615615726,0.382771999,0.000101183
550,Airline,United Airlines Holdings,20180912,united technologies to pay 13 9 million to settle sec bribery case,https://www.wsj.com/articles/united-technologies-to-pay-13-9-million-to-settle-sec-bribery-case-1536776246,NEUTRAL,0.005626409,0.22355704,0.770792723,2.39E-05
551,Social Media,Facebook,20180912,tech investors prepare to say goodbye to facebook google,https://www.wsj.com/articles/tech-investors-prepare-to-say-goodbye-to-facebook-google-1536753600,NEUTRAL,0.00822814,0.466760248,0.525008142,3.59E-06
552,E-commerce,Walmart,20180913,sears reports widening losses and tumbling sales,https://www.wsj.com/articles/sears-reports-widening-losses-and-tumbling-sales-1536876561,NEGATIVE,0.005545253,0.745841503,0.248559788,5.34E-05
553,Social Media,Facebook,20180913,facebook to start fact checking photos videos,https://www.wsj.com/articles/facebook-to-start-fact-checking-photos-videos-1536867288,NEUTRAL,0.017107779,0.026006525,0.956792772,9.29E-05
554,E-commerce,Walmart,20180913,walmart to acquire delivery company cornershop for 225 million,https://www.wsj.com/articles/walmart-to-acquire-delivery-company-cornershop-for-225-million-1536844672,NEUTRAL,0.001335905,0.016412945,0.982245684,5.54E-06
555,E-commerce,Walmart,20180913,walmart is no 1 retailer in management top 250,https://www.wsj.com/articles/walmart-is-no-1-retailer-in-management-top-250-1536857136,NEUTRAL,0.003872123,0.201337978,0.794774055,1.58E-05
556,Airline,United Airlines Holdings,20180914,united technologies says rockwell deal breakup decision on track,https://www.wsj.com/articles/united-technologies-says-rockwell-deal-breakup-decision-on-track-1536951660,NEUTRAL,0.009174242,0.022169506,0.968634129,2.21E-05
557,Airline,United Airlines Holdings,20180914,stocks to watch adobe systems spotify united parcel service l brands suntrust banks sears nisource wageworks,https://www.wsj.com/articles/stocks-to-watch-adobe-systems-spotify-united-parcel-service-l-brands-suntrust-banks-sears-nisource-wageworks-1536931652,NEUTRAL,0.008181675,0.004939684,0.986817598,6.10E-05
558,E-commerce,Walmart,20180914,stocks to watch adobe systems spotify united parcel service l brands suntrust banks sears nisource wageworks,https://www.wsj.com/articles/stocks-to-watch-adobe-systems-spotify-united-parcel-service-l-brands-suntrust-banks-sears-nisource-wageworks-1536931652,NEUTRAL,0.008181675,0.004939684,0.986817598,6.10E-05
559,E-commerce,Amazon,20180916,amazon investigates employees leaking data for bribes,https://www.wsj.com/articles/amazon-investigates-employees-leaking-data-for-bribes-1537106401,NEGATIVE,0.000269626,0.978373528,0.021349622,7.22E-06
560,E-commerce,Amazon,20180916,its not all amazon small stocks are powering the market higher,https://www.wsj.com/articles/its-not-all-amazon-small-stocks-are-powering-the-market-higher-1537099200,NEGATIVE,0.021570323,0.952831686,0.025583863,1.41E-05
561,Airline,United Airlines Holdings,20180917,stocks to watch amazon boeing united technologies mcdonalds,https://www.wsj.com/articles/stocks-to-watch-amazon-boeing-united-technologies-mcdonalds-1537182022,NEUTRAL,0.013097804,0.002799317,0.984000564,0.000102242
562,E-commerce,Amazon,20180917,stocks to watch amazon boeing united technologies mcdonalds,https://www.wsj.com/articles/stocks-to-watch-amazon-boeing-united-technologies-mcdonalds-1537182022,NEUTRAL,0.013097804,0.002799317,0.984000564,0.000102242
563,Fast Food,Mc Donalds,20180917,stocks to watch amazon boeing united technologies mcdonalds,https://www.wsj.com/articles/stocks-to-watch-amazon-boeing-united-technologies-mcdonalds-1537182022,NEUTRAL,0.013097804,0.002799317,0.984000564,0.000102242
564,Social Media,Facebook,20180918,bertelsmann to merge unit that moderates for facebook with a competitor,https://www.wsj.com/articles/bertelsmann-to-merge-unit-that-moderates-for-facebook-with-a-competitor-1537273357,NEUTRAL,0.082137354,0.138890818,0.778964221,7.64E-06
565,Social Media,Facebook,20180918,facebook sought access to financial firms customer data,https://www.wsj.com/articles/facebook-sought-access-to-financial-firms-customer-data-1537263000,NEUTRAL,0.003090121,0.247701392,0.749199927,8.55E-06
566,Airline,United Airlines Holdings,20180919,flying united separation of families hurts,https://www.wsj.com/articles/flying-united-separation-of-families-hurts-1537395590,NEUTRAL,0.042099796,0.438504338,0.519092143,0.000303744
567,Fast Food,Mc Donalds,20180919,mcdonalds avoids fines as europe rules its tax deal is legal,https://www.wsj.com/articles/mcdonalds-avoids-fines-as-europe-rules-its-tax-deal-is-legal-1537352124,MIXED,0.025043244,0.189252198,0.379478186,0.406226426
568,E-commerce,Amazon,20180919,european union probing amazon s treatment of merchants using its platform,https://www.wsj.com/articles/european-union-probing-amazon-s-treatment-of-merchants-using-its-platform-1537367673,NEGATIVE,0.006378013,0.666180134,0.327136129,0.000305728
569,E-commerce,Amazon,20180919,amazon forecast to be no 3 digital advertising player in 2018,https://www.wsj.com/articles/amazon-forecast-to-be-no-3-digital-advertising-player-in-2018-1537351201,NEGATIVE,0.039680708,0.593236268,0.366582364,0.000500625
570,E-commerce,Amazon,20180920,amazons new microwave alexa please defrost my chicken,https://www.wsj.com/articles/amazons-new-microwave-alexa-please-defrost-my-chicken-1537469765,NEGATIVE,0.041529577,0.816733599,0.132031471,0.009705363
571,E-commerce,Amazon,20180920,amazon investment could lead to large stake in india retail chain,https://www.wsj.com/articles/amazon-investment-could-lead-to-large-stake-in-india-retail-chain-1537446114,NEUTRAL,0.007731242,0.039932825,0.952328563,7.40E-06
572,Social Media,Facebook,20180920,eu demands facebook update misleading fine print,https://www.wsj.com/articles/eu-demands-facebook-update-misleading-fine-print-1537438609,NEGATIVE,0.001275919,0.974196911,0.024503607,2.36E-05
573,Airline,United Airlines Holdings,20180921,the united states of free trade,https://www.wsj.com/articles/the-united-states-of-free-trade-1537566912,NEUTRAL,0.016502477,0.019181574,0.964256048,5.99E-05
574,E-commerce,Amazon,20180921,amazon is a giant but bigness isnt a crime,https://www.wsj.com/articles/amazon-is-a-giant-but-bigness-isnt-a-crime-1537534900,NEGATIVE,0.064697094,0.743010104,0.179493189,0.012799627
575,Airline,Delta Air Lines,20180921,delta seeks partner for its jet fuel refinery,https://www.wsj.com/articles/delta-seeks-partner-for-its-jet-fuel-refinery-1537534800,NEUTRAL,0.096098825,0.001409363,0.902486444,5.39E-06
576,Fast Food,Mc Donalds,20180924,mcdonalds restaurant chief doug goare to retire,https://www.wsj.com/articles/mcdonalds-restaurant-chief-doug-goare-to-retire-1537804200,NEUTRAL,0.006860937,0.112696491,0.880388916,5.37E-05
577,E-commerce,Walmart,20180924,sears ceo pushes a rescue plan to avoid bankruptcy,https://www.wsj.com/articles/sears-ceo-pushes-a-rescue-plan-to-avoid-bankruptcy-1537795118,NEUTRAL,0.066664577,0.120715901,0.812615335,4.21E-06
578,Airline,Delta Air Lines,20180925,delta briefly halts u s departures because of tech problem,https://www.wsj.com/articles/delta-briefly-halts-u-s-departures-because-of-tech-problem-1537929683,NEGATIVE,0.000588568,0.973908305,0.025501655,1.44E-06
579,Social Media,Twitter,20180925,twitter proposes banning dehumanizing content,https://www.wsj.com/articles/twitter-proposes-banning-dehumanizing-content-1537909902,NEGATIVE,0.000932199,0.855738878,0.143321276,7.66E-06
580,Social Media,Snapchat,20180925,snap communications head to leave continuing string of departures,https://www.wsj.com/articles/snap-communications-head-to-leave-continuing-string-of-departures-1537900600,NEUTRAL,0.002500663,0.448482126,0.548996031,2.12E-05
